940690,2019/3/9 2:58,22222229,1001
940689,2019/3/9 2:58,239,1001
940688,2019/3/9 2:58,190,1001
940687,2019/3/9 2:58,190,1005
940685,2019/3/9 2:58,190,1005
940683,2019/3/9 2:58,190,1005
940682,2019/3/9 2:58,190,1005
940679,2019/3/9 2:58,141,999
940677,2019/3/9 2:58,141,999
940676,2019/3/9 2:58,131,999
940674,2019/3/9 2:58,131,1001
940673,2019/3/9 2:58,131,1001
